fiscalYear;period;catAccountingView;catFinancialView;revenue;otherIncome;grossMargin;operatingExpenses;operatingProfit;FinancialResult;EarningsBeforeTax;nonRecurringResult;netProfit
2022;202208;Produits;Non opérationnel;735982.38;27159.33;289623.57;193280.49;393982.18;-1823.57;45353.62;1432.46;104315.86
2023;202302;Trésorerie;Opérationnel;873930.53;2562.12;60136.69;194884.28;394813.66;6065.97;158689.04;12711.78;43702.45
2024;202403;Charges;Non opérationnel;368326.61;30125.25;469794.63;36798.66;351705.76;-5084.97;183266.44;-4561.39;209119.64
2015;201504;Immobilisations;Non opérationnel;858786.54;35809.92;214986.59;137880.13;262200.08;10170.07;102337.92;2130.42;186033.01
2024;202402;Immobilisations;Financier;822393.67;22426.4;82796.22;264999.62;251806.87;-7230.56;150148.06;3471.84;22578.86
2019;201910;Produits;Non opérationnel;476189.43;28625.41;327129.75;245646.7;323885.88;-4109.13;249081.56;11644.17;85748.38
2015;201512;Charges;Non opérationnel;922063.12;40421.41;322499.38;55239.49;308972.31;16708.7;93365.67;4618.84;73363.97
2019;201907;Produits;Exceptionnel;348276.36;22620.55;346368.35;121345.65;191944.85;19089.92;30636.61;-4543.45;135428.87
2023;202305;Charges;Non opérationnel;338257.46;47631.84;59770.22;122565.03;183572.15;-4035.32;204181.52;-2979.23;184627.53
2022;202208;Charges;Exceptionnel;338869.12;10243.32;369738.15;252313.89;85456.07;10752.69;283666.32;-4895.84;101624.18
2016;201601;Immobilisations;Financier;258380.36;45914.6;411736.38;106611.12;51733.81;-6693.7;190083.98;-355.88;76181.84
2022;202203;Produits;Financier;154936.23;38844.62;278641.11;153598.37;156641.78;-7327.14;252997.24;-1549.57;209731.24
2021;202103;Produits;Exceptionnel;146671.34;31380.78;458474.53;190504.23;66151.97;10838.17;28207.74;4543.01;109802.77
2019;201910;Immobilisations;Non opérationnel;496900.87;5540.35;201131.53;97561.42;379651.76;12099.34;61737.74;4170.36;171837.8
2019;201909;Immobilisations;Exceptionnel;420928.53;46845.19;391920.12;65827.33;296383.91;13427.84;63139.11;254.14;121481.18
2022;202207;Trésorerie;Financier;519730.67;31711.28;466294.34;207099.02;350295.21;15821.83;224529.77;1096.28;176087.46
2021;202110;Immobilisations;Non opérationnel;653725.42;43438.32;139688.47;219590.32;51447.73;12025.38;229796.29;10802.56;245329.32
2019;201901;Charges;Financier;415484.57;7893.05;357692.73;64530.16;244845.2;-2411.54;216769.08;-3804.19;36497.89
2017;201701;Immobilisations;Financier;286436.77;49166.29;325031.12;231245.81;265559.31;7471.92;297805.07;12296.67;36789.76
2022;202206;Trésorerie;Exceptionnel;439180.6;48190.08;147183.95;84389.42;76654.48;-9161.39;158565.06;24.42;68712.16
2023;202303;Charges;Exceptionnel;616826.76;38790.93;437408.82;158862.35;166448.58;16430.84;179661.12;-2659.27;237616.55
2023;202301;Trésorerie;Financier;728935.95;3555.22;459043.3;213183.24;66094.86;14319.01;257153.93;13523.84;224580.18
2018;201807;Produits;Financier;724129.4;6745.52;155705.89;91582.74;65447.79;2545.28;263923.77;-3660.06;101564.23
2022;202208;Immobilisations;Financier;801994.72;9001.19;215167.51;269423.88;258446.8;2115.65;102294.8;13162.69;216882.84
2016;201604;Immobilisations;Opérationnel;653987.82;20171.97;252930.95;233855.6;235390.12;4956.54;40622.64;1902.8;240398.23
2018;201802;Immobilisations;Opérationnel;228455.75;26818.34;153636.39;84711.63;100381.0;-1451.87;99335.18;10308.44;188999.48
2016;201605;Immobilisations;Exceptionnel;243105.48;5885.63;410576.5;217634.04;21169.93;8977.55;80993.76;11424.52;44255.28
2016;201602;Immobilisations;Financier;805778.62;5752.03;283481.79;65265.49;303457.74;15405.21;35447.23;1420.7;213924.38
2022;202211;Charges;Financier;300878.95;7389.93;427323.7;191337.02;245621.31;-9623.98;212271.22;-247.12;164893.67
2021;202110;Trésorerie;Non opérationnel;504058.81;48640.23;180142.47;174837.44;206512.49;18723.1;239426.2;-378.76;131036.37
2020;202007;Produits;Non opérationnel;775330.49;17645.87;166247.13;237029.1;48905.82;8901.51;201760.72;401.28;146625.2
2019;201902;Produits;Non opérationnel;564605.79;45193.9;479522.05;62912.02;43463.42;19617.63;148634.38;-2212.72;183342.18
2021;202103;Trésorerie;Opérationnel;524144.74;8203.5;299997.43;54813.33;245944.83;-4714.57;229046.9;1767.82;55682.28
2018;201807;Charges;Opérationnel;295740.78;11203.99;289968.22;27357.11;171288.33;17378.31;244488.76;1949.32;18582.99
2019;201905;Trésorerie;Non opérationnel;388743.38;4228.14;424627.43;64834.11;205779.38;-6597.64;155406.03;3799.18;172441.08
2024;202407;Trésorerie;Exceptionnel;211593.19;31969.43;250899.05;171985.86;300638.69;-1563.09;117052.1;12941.73;232357.94
2024;202407;Charges;Non opérationnel;477653.67;27702.3;396023.25;299591.15;301469.54;-3631.78;137369.36;11695.97;135631.77
2023;202303;Immobilisations;Exceptionnel;790730.8;43509.33;420646.44;290869.35;153075.25;15506.09;253550.97;7144.18;166663.1
2019;201902;Immobilisations;Non opérationnel;602562.1;45066.07;130358.15;182847.43;216682.85;-1209.82;88288.63;11878.72;165722.88
2021;202105;Charges;Opérationnel;647281.79;33375.34;399025.55;218914.74;398102.92;14277.65;70943.57;6119.32;117336.03
2015;201501;Trésorerie;Exceptionnel;919600.35;7140.51;173921.27;288241.41;85254.92;-1871.03;24269.63;-1016.13;238590.86
2018;201809;Immobilisations;Opérationnel;699915.17;45735.62;92889.86;182363.61;46771.5;672.15;133836.88;3709.16;200004.93
2021;202112;Immobilisations;Exceptionnel;203273.23;38500.75;71284.7;171169.44;279805.16;-2700.02;145256.82;4211.31;248972.12
2024;202404;Charges;Opérationnel;323964.56;7181.17;161950.35;205137.91;250622.87;-1884.79;222592.32;7074.02;161701.02
2019;201901;Immobilisations;Financier;436882.74;20156.73;324167.46;271298.29;393668.77;-206.6;185213.62;5457.54;174606.4
2016;201601;Charges;Non opérationnel;129391.59;36841.04;333867.17;37937.42;369835.45;4902.61;35255.65;14917.3;179159.89
2023;202306;Produits;Exceptionnel;308510.63;48554.83;334275.56;196518.2;307150.92;15126.36;200058.49;-4470.31;15277.36
2016;201604;Produits;Opérationnel;196925.18;40717.01;64091.98;122155.53;107667.58;-6510.25;258499.01;7257.36;229424.47
2017;201704;Trésorerie;Financier;576968.22;41250.65;162527.36;224555.87;231945.95;8501.25;142173.43;7206.0;172320.53
2022;202203;Immobilisations;Financier;176559.36;17941.85;429735.23;142549.39;73525.47;-1966.09;76137.16;-3967.29;63268.95
2024;202404;Trésorerie;Financier;681268.45;39554.98;375411.91;241866.69;129018.75;14897.04;272594.78;-2192.6;171786.55
2015;201510;Produits;Opérationnel;690509.22;38437.5;187136.89;187542.62;78849.87;-1005.4;179296.97;9235.7;70942.33
2017;201704;Produits;Financier;921075.25;40960.74;189162.83;151574.58;340352.12;15036.4;178541.09;-3250.58;219741.69
2017;201705;Charges;Financier;442129.01;24976.6;102079.68;71982.53;264176.55;-9342.28;200520.64;1692.46;61963.09
2024;202412;Immobilisations;Exceptionnel;323224.74;46582.2;494161.49;149922.94;342636.34;19763.06;10084.91;13379.97;167604.43
2017;201706;Trésorerie;Financier;226658.35;34582.29;436407.38;254158.86;116032.05;11892.01;110328.7;5823.11;140224.52
2024;202402;Produits;Non opérationnel;341877.96;33457.14;130678.35;197308.05;205465.11;6312.32;286073.17;-4347.78;109604.09
2015;201509;Immobilisations;Financier;833007.83;2536.09;180439.61;43478.95;211098.2;-6116.7;115354.25;5599.05;46865.39
2020;202005;Charges;Non opérationnel;882396.31;11724.22;232242.33;180523.25;143177.73;11229.26;259182.79;6430.91;211268.25
2018;201801;Charges;Exceptionnel;353547.72;11022.43;296417.93;132905.96;360453.93;-755.47;181973.04;6111.74;230062.07
2023;202306;Produits;Non opérationnel;240698.11;1625.86;86715.34;158223.57;12659.78;-2447.61;94753.78;-3732.42;230087.19
2024;202401;Charges;Non opérationnel;299150.72;8346.89;106225.83;242454.56;98791.1;-4604.3;129716.51;8290.61;27685.54
2017;201701;Trésorerie;Financier;750669.61;43426.62;258239.76;247931.05;258725.18;3765.0;12786.56;10755.89;180781.14
2019;201912;Immobilisations;Non opérationnel;347132.19;20606.99;402701.6;57047.72;25340.3;-7990.71;246830.39;6352.76;220304.3
2021;202101;Charges;Opérationnel;363781.6;27273.02;164516.67;278922.23;301729.31;3548.75;165253.17;-3062.57;38111.14
2015;201505;Produits;Financier;812565.18;4839.6;88268.79;176014.44;79547.5;-8022.54;147651.52;-135.63;81412.33
2017;201702;Immobilisations;Financier;175411.11;4843.43;184296.68;23395.11;136598.36;3685.4;163820.87;11720.4;103242.71
2023;202305;Immobilisations;Non opérationnel;482129.5;36081.51;399026.43;187853.44;119322.95;-1003.1;236000.28;10534.36;226544.75
2024;202405;Trésorerie;Exceptionnel;255703.5;44313.92;100776.68;283724.38;237360.02;18791.36;139844.69;-325.29;69234.64
2017;201711;Produits;Opérationnel;624266.06;18815.94;449474.94;216388.02;332372.5;-3757.04;266196.94;-2485.01;216419.32
2016;201605;Charges;Exceptionnel;270228.57;45875.53;260232.59;83854.69;145957.77;-8545.59;91906.48;8274.56;211665.01
2015;201508;Trésorerie;Exceptionnel;402060.46;18065.95;365114.51;135787.16;214073.79;2115.23;20262.74;2511.57;91954.01
2019;201911;Trésorerie;Opérationnel;363547.47;4309.59;477714.5;259638.91;252312.34;17606.0;123823.24;8813.07;53152.88
2017;201704;Trésorerie;Non opérationnel;357736.81;21136.84;421618.61;278989.36;275913.47;13972.55;279594.84;11149.23;242829.84
2022;202203;Charges;Non opérationnel;581238.03;14639.57;171698.37;49833.82;229028.17;13215.38;40549.54;1582.76;44827.36
2017;201704;Trésorerie;Exceptionnel;533887.08;11959.13;473329.25;201726.02;186535.24;-5609.47;292749.77;-4878.44;17583.21
2022;202205;Produits;Non opérationnel;168356.56;27962.27;154466.63;104997.87;292955.06;13026.69;55979.42;1794.29;71529.83
2020;202009;Charges;Opérationnel;647932.97;45309.69;104110.38;23990.49;102049.72;-7205.58;193859.44;13634.09;155132.16
2023;202301;Charges;Financier;189231.24;13183.91;54830.95;192638.04;338716.67;-7660.91;235901.61;14314.57;154094.69
2021;202104;Immobilisations;Exceptionnel;834650.97;46080.29;379853.37;84400.96;57736.75;7729.05;184296.86;10613.61;79159.9
2021;202111;Produits;Opérationnel;738588.34;47198.07;416975.38;229667.55;290336.36;12216.89;176317.94;6651.95;210926.08
2015;201509;Immobilisations;Financier;770066.1;48550.33;230824.36;187720.48;313080.01;-7247.73;155393.79;3748.7;82306.0
2022;202201;Trésorerie;Non opérationnel;683817.56;49497.35;131112.4;293787.52;145621.63;7671.4;225927.24;10478.69;213033.48
2019;201902;Trésorerie;Non opérationnel;927305.49;29972.26;468639.04;272867.91;32747.16;-1608.19;29471.74;1009.76;156156.96
2020;202003;Trésorerie;Financier;669107.11;15120.61;101557.21;151257.72;395072.95;-6185.25;147362.75;-1335.92;195454.74
2018;201805;Charges;Non opérationnel;878614.75;43986.8;462726.95;271638.02;267083.25;6018.2;49993.67;13744.3;201242.95
2023;202312;Trésorerie;Non opérationnel;447238.34;16024.14;466787.07;108721.02;127646.19;7201.18;42406.18;1780.59;158384.93
2015;201512;Charges;Exceptionnel;282054.28;46167.44;102917.57;262725.63;297276.28;17439.31;75978.26;-4496.45;102135.14
2017;201706;Trésorerie;Exceptionnel;202671.88;4835.96;256560.96;136643.61;263440.71;1500.21;178275.9;2402.62;64376.29
2020;202005;Trésorerie;Financier;225537.65;32288.91;83746.42;118388.07;200236.26;5887.14;207890.23;5120.3;211777.86
2015;201512;Charges;Exceptionnel;279527.67;35576.15;425226.15;163528.4;255579.42;-546.42;121606.18;7552.26;176619.26
2022;202205;Produits;Opérationnel;303337.59;25836.18;52122.38;33224.55;41533.29;19127.38;225134.77;13328.22;64745.41
2024;202408;Charges;Non opérationnel;576362.5;12641.66;126178.78;154683.82;172771.67;13711.44;293378.55;6902.92;27320.08
2021;202112;Trésorerie;Financier;718813.63;32232.94;352377.27;213726.3;30330.32;12549.99;209196.52;-3568.17;79550.21
2023;202307;Trésorerie;Non opérationnel;329881.8;7327.58;435953.75;274695.97;170483.29;753.45;151880.73;10440.61;130526.84
2019;201907;Charges;Opérationnel;868452.51;24851.27;467954.39;227881.42;196239.54;-2538.43;50497.35;5658.82;102136.7
2023;202305;Produits;Financier;125476.86;10818.05;87455.88;79829.02;298447.97;-1067.44;179328.3;1282.38;171765.29
2023;202302;Trésorerie;Exceptionnel;466870.95;22284.57;173796.28;106857.52;343809.12;-4154.53;211529.26;10360.69;86201.2
2022;202212;Charges;Exceptionnel;349928.97;4667.46;95426.88;276831.64;35509.49;-2067.71;17085.23;7530.02;33880.18
2022;202211;Trésorerie;Exceptionnel;241235.26;43457.87;305236.05;118266.81;190434.82;-3168.77;217964.33;-2311.48;219293.27
2018;201801;Trésorerie;Non opérationnel;701185.71;8968.27;252839.91;294134.43;48206.08;-7716.9;52077.3;9058.95;72061.82
2020;202008;Trésorerie;Exceptionnel;812605.66;35160.71;67214.69;105592.55;215290.65;15696.73;271983.2;2238.74;237290.14
2024;202411;Trésorerie;Exceptionnel;891501.2;46216.79;87773.45;215053.56;24650.98;3572.51;99002.41;-201.88;114035.37
2018;201808;Charges;Exceptionnel;445269.72;16234.15;316620.65;121318.24;21615.33;3985.54;16343.32;10895.63;45754.97
2021;202101;Immobilisations;Non opérationnel;763961.55;23835.18;107997.5;212555.36;237077.79;16057.69;205245.79;-4012.85;74280.16
2016;201608;Charges;Non opérationnel;823230.15;25272.15;200006.61;276904.97;292271.81;13628.62;182004.04;2269.45;119476.46
2024;202405;Charges;Non opérationnel;985817.49;24812.19;347597.0;250984.28;393652.43;-2489.05;126834.82;13055.69;110797.88
2019;201908;Immobilisations;Non opérationnel;573916.19;38958.59;371197.3;76836.51;81671.14;14076.16;251349.64;-2396.41;174239.88
2017;201711;Charges;Non opérationnel;199450.96;8729.0;379538.04;298192.29;309628.21;7286.58;254441.67;8429.09;157074.73
2018;201804;Charges;Exceptionnel;252303.98;45559.41;156235.45;59977.11;24813.41;12983.11;130372.61;-4921.13;232928.24
2024;202409;Produits;Exceptionnel;278368.05;22227.43;269363.97;79187.37;37115.89;1874.61;35914.37;3068.57;154426.67
2019;201905;Trésorerie;Financier;342671.06;10762.92;299326.92;31151.69;362595.08;6487.73;212951.54;2196.57;82052.89
2017;201709;Produits;Opérationnel;222589.95;9564.45;254263.1;257103.21;242985.41;-72.43;169333.96;9570.62;98366.33
2023;202312;Trésorerie;Exceptionnel;335467.99;21211.78;214072.36;164197.15;230997.62;19924.7;151723.92;891.71;35773.91
2018;201803;Immobilisations;Financier;949550.06;45967.73;384672.02;150597.43;168732.44;-7875.37;58298.5;2022.75;116401.28
2015;201501;Immobilisations;Opérationnel;393617.67;12753.18;400380.27;96746.82;52273.15;9168.93;281872.85;-1420.42;239281.4
2017;201709;Produits;Financier;651703.1;12394.76;65070.91;83530.47;48933.7;18732.65;19040.15;143.08;125457.85
2016;201605;Produits;Exceptionnel;739474.35;24699.02;242995.31;293290.04;122302.28;9757.71;179517.51;11100.65;71224.25
2024;202406;Trésorerie;Opérationnel;726999.01;5610.04;439205.52;131982.86;182837.55;17671.36;265810.05;2801.94;194348.1
2023;202309;Immobilisations;Opérationnel;837261.04;23095.33;241261.94;113442.87;357513.93;11087.7;64304.07;12130.47;55846.6
2022;202207;Immobilisations;Non opérationnel;590585.33;9071.07;276992.09;84780.21;47561.85;1088.25;152775.4;340.61;207581.17
2024;202407;Immobilisations;Non opérationnel;561218.25;34480.64;164529.44;26477.99;194243.01;18697.79;22638.82;2529.99;89780.76
2021;202108;Charges;Exceptionnel;429846.58;37874.73;188519.18;104789.23;130860.03;-1014.56;58835.58;12767.87;33687.79
2018;201812;Trésorerie;Exceptionnel;636030.07;47684.84;314629.21;128027.17;142715.38;14842.99;99577.1;702.59;54184.89
2018;201803;Immobilisations;Exceptionnel;157236.32;26710.25;435873.13;132000.1;328522.11;-6147.09;287284.89;11109.97;191020.65
2021;202109;Charges;Financier;951198.48;37321.13;206914.82;81822.46;221441.48;15878.79;140164.01;5947.93;220232.83
2022;202201;Trésorerie;Opérationnel;167493.52;27845.88;399717.59;165121.78;121556.85;11552.05;134002.11;8145.2;236629.04
2023;202311;Trésorerie;Financier;539227.12;48826.49;317217.44;269364.79;379837.91;8971.68;29889.91;14715.39;204806.27
2019;201902;Trésorerie;Non opérationnel;403754.37;32741.36;408055.14;175667.52;109174.75;-766.11;42481.27;9693.66;111317.84
2020;202010;Trésorerie;Opérationnel;652698.12;23007.53;190861.8;152420.56;377416.59;-7177.19;59250.88;3013.21;222197.77
2019;201901;Trésorerie;Exceptionnel;220176.39;2246.79;260842.09;216115.25;52252.01;-7165.56;96684.96;1426.53;101277.59
2023;202302;Immobilisations;Exceptionnel;105481.8;15122.05;465117.16;225433.59;291982.51;14801.49;287242.51;14506.95;46335.84
2022;202208;Immobilisations;Opérationnel;124583.22;30798.55;453657.3;205721.98;232810.09;15589.19;59886.5;12600.8;106319.85
2018;201802;Immobilisations;Non opérationnel;309058.3;44594.83;445343.91;145051.21;307352.54;19284.94;281938.94;2949.52;181114.72
2020;202002;Produits;Financier;825047.13;6647.71;72524.79;243273.62;143142.26;9357.27;138563.5;2404.92;172070.91
2019;201904;Immobilisations;Opérationnel;266439.62;21368.91;353618.63;246287.13;60001.62;-1822.19;44073.97;-2626.04;62603.63
2016;201606;Trésorerie;Exceptionnel;136943.18;30261.8;160366.89;151853.18;203301.12;11820.16;250689.1;8215.12;187628.31
2018;201810;Trésorerie;Financier;754955.25;22998.07;174884.88;256993.16;371929.75;90.84;37776.58;353.44;150796.41
2021;202108;Charges;Opérationnel;548221.44;3965.28;196041.8;21319.88;279034.78;12012.89;111499.53;14500.25;74434.14
2020;202007;Produits;Exceptionnel;433992.85;36258.1;448552.06;248274.03;137559.93;-633.5;143533.49;12835.96;185430.94
2015;201502;Produits;Exceptionnel;350215.13;18127.91;127757.72;91322.87;314133.05;12178.69;153396.87;7229.17;50704.8
2017;201701;Trésorerie;Non opérationnel;635498.74;17405.61;497580.29;93932.81;102373.77;6683.08;247233.31;8297.09;35617.47
2020;202003;Charges;Opérationnel;341028.99;20724.69;194230.52;242423.13;49701.65;4954.75;49526.68;-1612.23;102367.13
2017;201704;Immobilisations;Non opérationnel;880427.28;25634.36;267379.08;210434.94;332521.19;-5755.51;65903.48;4003.06;30367.36
2020;202004;Immobilisations;Non opérationnel;564346.01;28095.4;133282.05;291840.09;332198.36;7716.19;201501.38;1858.16;92414.61
2023;202301;Produits;Opérationnel;934599.63;13866.39;458974.81;34723.57;229427.69;-2320.25;281983.62;4352.97;151896.33
2020;202010;Trésorerie;Non opérationnel;598403.57;15971.55;246084.25;173557.09;86478.83;5327.72;22148.64;3957.54;169002.68
2017;201706;Trésorerie;Exceptionnel;510821.9;17254.33;401225.55;201960.76;334989.3;1330.48;254391.68;-3038.38;88639.34
2024;202406;Produits;Opérationnel;321380.54;13911.76;216770.06;127987.76;85114.62;-8534.97;287627.51;13251.25;54719.9
2021;202111;Produits;Financier;643645.47;3407.4;300924.66;170662.24;131464.93;-7837.13;126560.12;8535.49;167018.29
2019;201912;Produits;Financier;350674.37;9072.93;56304.43;152498.79;146386.45;5611.98;217404.64;-2035.78;96595.18
2020;202010;Immobilisations;Opérationnel;765651.49;31556.87;148929.48;155308.38;375198.3;12690.76;272831.11;-4891.47;217641.29
2015;201503;Charges;Non opérationnel;378845.89;49664.85;485698.26;40335.9;79503.9;16703.84;236320.21;10563.57;18821.16
2021;202106;Immobilisations;Opérationnel;582328.75;27494.08;356567.38;55989.72;109776.34;11270.81;193259.53;-3513.1;107066.68
